Hanja,Pronunciation,Meaning_K,Alternate Pronunciation,Examples,Radicals,Reading Level,Writing Level,Strokes,Meaning_E
衛,위,지킬,,"衛星 - 위성 (satellite)
","口, 彳, 行, 韋",4II,3II,15,"guard,  protect,  defend "
違,위,어긋날/어길,,"違反 - 위반 (breach)
","込, 口, 韋",3,2,12,"disobey,  violate,  defy;  be  apart  from "
委,위,맡길,,"委員長 - 위원장 (a chairman of a committee)
","女, 禾",4,3,8,"appoint,  send,  commission "
慰,위,위로할,,"慰勞 - 위로 (consolation, solace)
","寸, 尸, 心, 示",4,3,,"comfort,  console,  calm "
僞,위,거짓,,"僞裝 - 위장 (camouflage)
","化, 杰, 爪",3II,2,14,"false,  counterfeit,  bogus "
由,유,말미암을,,"理由 - 이유 (reason)
","｜, 日, 田",6,5,5,"cause,  reason;  from "
油,유,기름,,"石油 - 석유 (petroleum)
","｜, 汁, 日, 田",6,5,8,"oil,  fat,  grease,  lard;  paints "
酉,유,닭,,,酉,3,2,7,th  terrestrial  branch;  a  wine  vessel 
有,유,있을,,"有志 - 유지 (volunteer)
","一, ノ, 月",7,6,6,"have,  own,  possess;  exist "
猶,유,오히려,,,"八, 犯, 酉",3II,2,12,"like,  similar  to,  just  like,  as "
唯,유,오직,,"唯一 - 유일 (only one)
","口, 隹",3,2,11,only;  yes 
遊,유,놀,,"遊星 - 유성 (planet)
","込, 子, 方",4,3,12,"wander,  roam,  travel "
柔,유,부드러울,,"柔道 - 유도 (judo)
","マ, 木, 矛",3II,2,9,"soft;  gentle,  pliant "
遺,유,남길,,"補遺 - 보유 (supplement)
","一, 込, 口, 貝",4,3,15,lose;  articles  lost;  omit 
幼,유,어릴,,"幼稚園 - 유치원 (kindergarten)
","力, 幺",3II,2,5,"infant,  young  child;  immature "
幽,유,그윽할,,"幽靈 - 유령 (specter)
","｜, 凵, 幺",3II,2,9,"quiet,  secluded,  tranquil;  dark "
惟,유,생각할,,,"忙, 隹",3,2,11,"but,  however,  nevertheless;  only "
維,유,벼리,,"維持 - 유지 (maintenance)
","糸, 隹",3II,2,14,"maintain,  preserve,  safeguard "
乳,유,젖,,"乳酸 - 유산 (lactic acid)
","乙, 子, 爪",4,3,8,"breast,  nipples;  milk,  suckle "
儒,유,선비,,"儒學 - 유학 (Confucianism)
","化, 而, 雨",4,3,,onfucian  scholar 
裕,유,넉넉할,,"餘裕 - 여유 (room)
","个, 八, 口, 初, 谷",3II,2,12,"abundant,  rich,  plentiful "
誘,유,꾈,,"誘導 - 유도 (inducement)
","乃, 禾, 言",3II,2,14,"persuade,  entice,  induce;  guide "
愈,유,나을,,,"个, 刈, 心, 月",3,2,13,"more  and  more,  even  more "
悠,유,멀,,,"｜, 化, 夂, 心, 攵",3II,2,11,"long,  far,  remote,  distant;  liesurely "
肉,육,고기,,"筋肉 - 근육 (sinew)
","人, 冂, 肉",4II,3II,6,flesh;  meat;  angX i  radical 
育,육,기를,,"敎育 - 교육 (education)
","亠, 厶, 月",7,6,8,"produce,  give  birth  to;  educate "
閏,윤,윤달,,"閏年 - 윤년 (leap year)
","王, 門",3,2,12,"intercalary;  extra,  surplus "
潤,윤,불을/젖을/윤택할,,"潤澤 - 윤택 (abundance)
","汁, 王, 門",3II,2,15,"soft,  moist;  sleek;  freshen "
恩,은,은혜,,"恩惠 - 은혜 (grace)
","囗, 大, 心",4II,3II,,"kindness,  mercy,  charity "
銀,은,은,,"銀 - 은 (silver)
","艮, 金",6,5,14,"silver;  cash,  money,  wealth "
隱,은,숨을,,"隱退 - 은퇴 (seclusion)
","工, ヨ, 阡, 心, 爪",4,3,16,"hide,  conceal;  hidden,  secret "
乙,을,새,,,乙,3II,2,1,second;  nd  heavenly  stem 
音,음,소리,,"音樂 - 음악 (music)
","日, 立, 音",6II,5II,9,"sound,  tone,  pitch,  pronunciation "
吟,음,읊을,,"吟味 - 음미 (scrutiny)
","个, 口",3,2,7,"sing,  hum;  recite;  type  of  poetry "
飮,음,마실,,"飮食 - 음식 (food)
","｜, 个, 欠, 食",6II,5II,13,drink;  swallow;  kind  of  drink 
陰,음,그늘,,"陰性 - 음성 (negative (test result))
","二, 个, 厶, 阡",4II,3II,10,female'  principle;  dark;  secret 
淫,음,음란할,,"催淫劑 - 최음제 (aphrodisiac)
","ノ, 士, 汁, 爪, 王",3II,2,11,"obscene,  licentious,  lewd "
邑,읍,고을,,,"口, 巴",7,6,7,"area,  district,  city,  state "
泣,읍,울,,,"汁, 立",3,2,8,"cry,  sob,  weep "
應,응,응할,,"反應 - 반응 (response)
","化, 广, 心, 隹",4II,3II,17,"should,  ought  to,  must "
凝,응,엉길,,"凝視 - 응시 (stare)
","冫, 匕, マ, 疋, 矢",3,2,16,coagulate;  congeal;  freeze 
衣,의,옷,,"衣裳 - 의상 (dress)
","亠, 衣",6,5,6,"clothes,  clothing;  cover,  skin "
依,의,의지할/기댈,,"依- - 의하다 (to be due to, owing to)
","亠, 化, 衣",4,3,8,"rely  on,  be  set  in;  consent,  obey  a  wish "
義,의,옳을,,"正義 - 정의 (righteousness)
","一, 亅, 八, 戈, 手, 王, 羊",4II,3II,13,"right  conduct,  righteousness "
議,의,의논할,,"議員 - 의원 (a member)
","一, 亅, 八, 戈, 手, 王, 羊, 言",4II,3II,20,"consult,  talk  over,  discuss "
矣,의,어조사,,,"厶, 矢",3,2,7,particle  of  completed  action 
醫,의,의원,,"醫師 - 의사 (physician)
","匚, 殳, 矢, 酉",6,5,18,"cure,  heal;  doctor,  medical "
意,의,뜻,,"意味 - 의미 (significance)
","心, 日, 立, 音",6II,5II,13,"thought,  idea,  opinion;  think "
宜,의,마땅,,"便宜店 - 편의점 (convenience store)
","一, 宀, 目",3,2,8,"suitable,  right,  fitting,  proper "
儀,의,거동,,"儀式 - 의식 (ceremony)
","一, 亅, 化, 八, 戈, 手, 王, 羊",4,3,15,"ceremony,  rites  gifts;  admire "
疑,의,"의심할/믿지, 앓을",,"懷疑 - 회의 (doubt, skepticism)
","匕, マ, 疋, 矢",4,3,14,"doubt,  question,  suspect "
二,이,두,,"二 - 이 (two)
",二,8,6II,2,two;  twice 
以,이,써,,"以上 - 이상 (more than, above)
","｜, 丶, 人",5II,4II,4,"by  means  of;  thereby,  therefore;  consider  as;  in  order  to "
已,이,이미,,,已,3II,2,3,already;  finished;  stop 
耳,이,귀,,"耳目口鼻 - 이목구비 (ears, eyes, mouth, and nose)
",耳,5,4,6,"ear;  merely,  only;  handle "
而,이,"말, 이을",,,而,3,2,6,and;  and  then;  and  yet;  but 
異,이,다를,,"異常 - 이상 (abnormality)
","一, 八, 井, 田",4,3,11,"different,  unusual,  strange "
移,이,옮길,,"移動 - 이동 (removal)
","夕, 禾",4II,3II,11,"change  place,  shift;  move  about "
夷,이,오랑캐,,"燒夷彈 - 소이탄 (fire bomb)
","一, ノ, 大, 弓",3,2,6,ancient  barbarian  tribes 
益,익,더할,,"利益 - 이익 (interest)
","一, 八, 皿",4II,3II,10,"profit,  benefit;  advantage "
翼,익,날개,,,"一, ｜, 二, 八, 冫, 井, 田, 羽",3II,2,17,wings;  fins  on  fish;  shelter 
人,인,사람,,"人 - 인 (a person)
",人,8,6II,2,man;  people;  mankind;  someone  else 
引,인,끌,,"引上 - 인상 (pulling/drawing up)
","｜, 弓",4II,3II,4,"to  pull,  draw  out,  attract;  to  stretch "
仁,인,어질,,"仁川 - 인천 (Incheon city)
","二, 化",4,3,4,"humaneness,  benevolence,  kindness "
因,인,인할,,"原因 - 원인 (source)
","囗, 大",5,4,6,"cause,  reason;  by;  because  of) "
忍,인,참을,,"忍從 - 인종 (resignation)
","丶, 刀, 心",3II,2,7,"endure,  bear,  suffer;  forbear "
認,인,알,,"確認 - 확인 (confirmation)
","丶, 刀, 心, 言",4II,3II,14,"recognize,  know,  understand "
寅,인,범,,,"八, 宀, 田",3,2,11,"to  respect,  reverence;  respectfully;  rd  terrestrial  branch "
印,인,도장,,"印象 - 인상 (impression)
","｜, 卩",4II,3II,5,"print,  seal,  stamp,  chop,  mark "
姻,인,혼인,,,"囗, 大, 女",3,2,9,relatives  by  marriage 
一,일,한,,"一 - 일 (one)
",一,8,6II,1,"one;  a,  an;  alone "
日,일,날,,"日本 - 일본 (Japan)
",日,8,6II,4,sun;  day;  daytime 
逸,일,편안할,,"獨逸 - 독일 (Germany)
","ノ, 儿, 勹, 込, 免",3II,2,11,"flee,  escape,  break  loose "
壬,임,북방,,,"ノ, 士",3II,2,4,th  heavenly  stem 
任,임,맡길,,"責任 - 책임 (responsibility)
","ノ, 化, 士, 王",5II,4II,6,"trust  to,  rely  on,  appoint;  to  bear,  duty,  office;  allow "
賃,임,품삯,,"賃金 - 임금 (wages, pay)
","化, 王, 貝",3II,2,13,"rent,  hire;  hired  person "
入,입,들,,"入場 - 입장 (admission)
",入,7,6,2,"enter,  come  in( to) join "
子,자,아들,,"女子 - 여자 (woman,female)
",子,7II,6,3,"offspring,  child;  fruit,  seed  of;  st  terrestrial  branch "
字,자,글자,,"字 - 자 (a Chinese character)
","子, 宀",7,6,6,"letter,  character,  word "
自,자,스스로,,"自身 - 자신 (one's own self, one's own body)
",自,7II,6,6,"self,  private,  personal;  from "
者,자,놈,,"者 - 자 (a person)
","老, 日",6,5,8,that  which;  he  who;  those  who 
姊,자,손윗누이,,,,4,3,7,English definition unavailable.
慈,자,사랑,,"慈悲 - 자비 (mercy)
","一, 八, 幺, 心",3II,2,13,"kind,  charitable,  benevolent "
玆,자,무성할,,,,3,2,10,"now,  here;  this;  time,  year "
紫,자,자줏빛,,"紫檀 - 자단 (rosewood)
","匕, 止, 糸",3II,2,12,"purple,  violet;  amethyst;  surname "
資,자,재물,,"資料 - 자료 (material)
","冫, 欠, 貝",4,3,13,property;  wealth;  capital 
姿,자,맵시,,"姿勢 - 자세 (posture)
","冫, 女, 欠",4,3,9,"one' s  manner,  carriage,  bearing "
恣,자,마음대로,,,"冫, 心, 欠",3,2,10,"indulge  oneself,  unrestrained "
刺,자,찌를,,"刺戟 - 자극 (stimulus)
","｜, 亅, 八, 冂, 刈, 巾, 木",3II,2,8,"stab;  prick,  irritate;  prod "
作,작,지을,,"始作 - 시작 (the beginning)
","｜, ノ, 化",6II,5II,7,"make;  work;  compose,  write;  act,  perform "
昨,작,어제,,"昨年 - 작년 (last year)
","｜, ノ, 日",6II,5II,9,"yesterday;  in  former  times,  past "
酌,작,따를,,"斟酌 - 짐작 (guess, assumption, conjecture)
","丶, 勹, 酉",3,2,10,serve  wine;  feast;  deliberate 
爵,작,벼슬,,"公爵 - 공작 (duke)
","寸, 爪, 買, 艮",3,2,17,feudal  title  or  rank 
殘,잔,잔인할,,"殘酷 - 잔혹 (cruelty)
","戈, 歹",4,3,12,"injure,  spoil;  oppress;  broken "
潛,잠,잠길,,"潛在 - 잠재 (latency)
","汁, 无, 日",3II,2,15,"hide;  hidden,  secret,  latent "
暫,잠,잠깐,,"暫時 - 잠시 (for a little while)
","斤, 日, 車",3II,2,15,temporary 
雜,잡,섞일,,"複雜- - 복잡하다 (be complicated)
","亠, 人, 木, 隹",4,3,18,"mixed,  blended;  mix,  mingle "
長,장,길,,"家長 - 가장 (patriarch)
",長,8,6II,8,long;  length;  excel  in;  leader 
章,장,글,,"章 - 장 (a chapter in a book)
","十, 日, 立, 音",6,5,11,"composition;  chapter,  section "
場,장,마당,,"市場 - 시장 (market)
","土, 日, 勿",7II,6,12,"open  space,  field,  market "
將,장,장수/장차,,"將軍 - 장군 (general)
","夕, 寸, 爿",4II,3II,11,"will,  going  to,  future;  general "
壯,장,씩씩할,,"壯觀 - 장관 (spectacle)
","士, 爿",4,3,7,"big,  large;  robust;  name  of  tribe "
丈,장,어른,,"丈人 - 장인 (a man's father in law, the wife's father)
","一, 丶, ノ",3II,2,3,"unit  of  length  equal  meters;  gentleman,  man,  husband "
張,장,베풀,,"張 - 장 (one piece of sth flat (counter))
","弓, 長",4,3,11,"stretch,  extend,  expand;  sheet "
帳,장,장막,,"元帳 - 원장 (ledger)
","巾, 長",4,3,11,"tent;  screen,  mosquito  net "
莊,장,엄할,,"莊嚴 - 장엄 (solemnity)
","士, 艾, 爿",3II,2,10,"village,  hamlet;  villa;  surname "
裝,장,꾸밀,,"假裝 - 가장 (masquerade)
","士, 爿, 衣",4,3,13,"dress,  clothes;  decorate;  fill "
奬,장,장려할,,"奬學金 - 장학금 (scholarship)
","夕, 大, 寸, 爿",4,3,14,"prize,  reward;  give  award  to "
墻,장,담,,,"人, 口, 囗, 土",3,2,16,wall 
葬,장,장사지낼,,"埋葬 - 매장 (burial)
","一, 匕, 夕, 廾, 艾",3II,2,12,"bury,  inter "
粧,장,단장할,,"化粧室 - 화장실 (bathroom)
","土, 广, 米",3II,2,12,toilet;  make- up;  dress  up;  adorn 
掌,장,손바닥,,"掌匣 - 장갑 (gloves)
","冖, 口, 尚, 手",3II,2,12,"palm  of  hand,  sole  of  foot,  paw "
藏,장,감출,,"貯藏 - 저장 (storage)
","ノ, 艾, 戈, 爿, 臣",3II,2,17,"hide,  conceal;  hoard,  store  up "
臟,장,오장,,"心臟 - 심장 (heart)
","ノ, 艾, 戈, 月, 臣",3II,2,21,"internal  organs,  viscera "
障,장,막을,,"障碍人 - 장애인 (a handicapped person)
","十, 阡, 日, 立, 音",4II,3II,13,separate;  shield;  barricade 
腸,장,창자,,"回腸 - 회장 (ileum)
","一, 日, 月, 勿",4,3,13,intestines;  emotions;  sausage 
才,재,재주,,"才能 - 재능 (ability)
","一, ノ, 亅",6II,5II,3,"talent,  ability;  just,  only "
材,재,재목,,"素材 - 소재 (raw material)
","一, ノ, 亅, 木",5II,,7,"material,  stuff;  timber;  talent "
財,재,재물,,"財産 - 재산 (property)
","一, ノ, 亅, 貝",5II,4II,10,"wealth,  valuables,  riches "
在,재,있을,,"現在 - 현재 (present)
","一, ｜, ノ, 土",6,5,6,"be  at,  in,  on;  consist  in,  rest "
栽,재,심을,,"栽培 - 재배 (cultivation)
","土, 戈, 木",3II,2,10,"to  cultivate,  plant;  to  care  for  plants "
再,재,두,,"再確認 - 재확인 (reaffirmation)
","一, ｜, 冂, 王",5,4,6,"again,  twice,  re- "
哉,재,비롯할/처음,,,"口, 土, 戈",3,2,9,final  exclamatory  particle 
災,재,재앙,,"火災 - 화재 (fire)
","川, 火",5,4,7,"calamity,  disaster,  catastrophe "
裁,재,마를,,"裁判 - 재판 (trial)
","亠, 厶, 土, 戈, 衣",3II,2,12,cut  out;  decrease 
載,재,실을,,"記載 - 기재 (to write down, to fill in)
","土, 戈, 車",3II,2,13,"load;  carry;  transport,  convey "
宰,재,재상,,,"十, 宀, 立, 辛",3,2,10,to  slaughter;  to  rule 
爭,쟁,다툴,,"戰爭 - 전쟁 (war)
","亅, ヨ, 爪",5,4,8,"to  dispute,  fight,  contend,  strive "
著,저,나타날,,"著作 - 저작 (writing)
","艾, 老, 日",2,2,11,manifest;  ant. to  wear 
貯,저,쌓을,,"貯藏 - 저장 (storage)
","一, 亅, 宀, 貝",5,4,12,"store,  stockpile,  hoard "
低,저,낮을,,"最低 - 최저 (the lowest, the minimum/lowest price)
","化, 氏",4II,3II,7,"low;  to  lower,  hang,  bend,  bow "
底,저,바닥,,"徹底- - 철저하다 (thoroughness, cleanliness)
","广, 氏",4,3,8,"bottom,  underneath,  underside "
抵,저,막을,,"抵抗 - 저항 (resistance)
","扎, 氏",3II,2,8,"resist,  oppose;  deny;  off- set "
的,적,과녁,,"世界的 - 세계적 (international)
","丶, 勹, 白",5II,4II,8,"possessive,  adjectival  suffix "
赤,적,붉을,,"赤色 - 적색 (red)
","土, 赤",5,4,7,"red;  communist,  red' bare "
適,적,맞을,,"適用 - 적용 (application)
","亠, 八, 冂, 十, 込, 口, 立, 滴",4,3,14,"match,  comfortable;  just "
敵,적,대적할/적,,"敵 - 적 (the enemy)
","亠, 八, 冂, 十, 口, 攵, 立, 滴",4II,3II,15,"enemy,  foe,  rival;  resist "
滴,적,물방울,,,"亠, 八, 冂, 十, 口, 汁, 立, 滴",3,2,14,drip;  drop  of  water 
摘,적,딸,,"指摘 - 지적 (pointing out, indication)
","亠, 八, 冂, 十, 口, 扎, 立, 滴",3II,2,14,"pluck,  pick;  select;  specify "
寂,적,고요할,,,"卜, 又, 宀, 小",3II,2,11,"still,  silent,  quiet,  desolate "
籍,적,서적,,"國籍 - 국적 (nationality)
","一, ｜, 亠, 八, 土, 日, 木, 竹, 耒",4,3,20,"record,  register,  list;  census "
賊,적,도적,,"海賊 - 해적 (sea robber)
","十, 戈, 貝",4,3,13,"thief,  traitor "
跡,적,발자취,,"痕跡痕迹 - 흔적 (trace)
","亠, 口, 止, 赤, 足",3II,2,13,"search,  track,  trace "
蹟,적,자취,,"奇蹟 - 기적 (miracle)
","亠, 口, 土, 貝, 足",3II,2,18,"trace,  tracks;  footprints "
積,적,쌓을,,"積極 - 적극 (the positive)
","亠, 土, 禾, 貝",4,3,16,"accumulate,  store  up,  amass "
績,적,길쌈할,,"成績 - 성적 (record)
","亠, 土, 糸, 貝",4,3,17,spin;  achievements 
田,전,밭,,"大田 - 대전 (Daejon city)
",田,4II,3II,5,"field,  arable  land,  cultivated "
全,전,온전할,,"全 - 전 (all, every)
","八, 王",7II,6,6,"maintain,  keep  whole  or  intact "
典,전,법,,"辭典 - 사전 (dictionary)
","一, ｜, 八, 日",5II,4II,8,"law,  canon;  documentation;  classic,  scripture "
前,전,앞,,"前 - 전 (before)
","一, 八, 刈, 月",7II,6,9,"in  front,  forward;  preceding "
展,전,펼,,"展示場 - 전시장 (an exhibition hall)
","一, ｜, 二, 尸, 衣",5II,4II,10,"open,  unfold;  stretch,  extend "
戰,전,싸울,,"戰爭 - 전쟁 (war)
","｜, 十, 口, 戈, 田",6II,5II,16,"war,  fighting,  battle "
電,전,번개,,"電話 - 전화 (telephone)
","乙, 田, 雨",7II,6,13,"electricity,  electric;  lightning "
錢,전,돈,,"銅錢 - 동전 ((copper) coin)
","戈, 金",4,3,16,"money,  currency,  coins "
傳,전,전할,,"傳- - 전하다 (to transmit, convey)
","化, 厶, 寸, 田",5II,4II,13,"summon;  propagate,  transmit "
專,전,오로지,,"專門 - 전문 (speciality)
","一, 十, 厶, 寸, 田, 虫",4,3,11,"monopolize,  take  sole  possession "
轉,전,구를,,"運轉 - 운전 (driving)
","十, 寸, 田, 虫, 車",4,3,18,"shift,  move,  turn "
殿,전,전각,,"宮殿 - 궁전 (palace)
","一, ｜, 二, 八, 尸, 殳",3II,2,13,hall;  palace;  temple 
節,절,마디,,"節 - 절 (clause,paragraph)
","卩, 竹, 艮",5II,4II,13,"knot,  node,  joint;  section "
絕,절,끊을/그만둘,,,,4II,3II,12,"cut,  sever,  break  off,  terminate "
切,절,끊을/벨,,"親切 - 친절 (gentleness)
","刀, 匕",5II,4II,4,"cut,  mince,  slice,  carve "
折,절,꺾을,,"折半 - 절반 (half)
","扎, 斤",4,3,7,"break  off,  snap;  bend "
竊,절,훔칠,,,"儿, 冂, 卜, 厶, 宀, 禹, 穴, 米, 釆",3,2,22,"secretly,  stealthily;  steal;  thief "
店,점,가게,,"支店 - 지점 (branch store)
","卜, 口, 广",5II,4II,8,"shop,  store;  inn,  hotel "
占,점,차지할,,"獨占的 - 독점적인 (monopolistic)
","卜, 口",4,3,,divine;  observe;  versify 
點,점,점,,"利点利點 - 이점 (advantage)
","卜, 口, 杰, 里, 黒",4,3,17,"dot,  speck,  spot;  point,  degree "
漸,점,점점,,"漸漸 - 점점 (more and more, by degrees)
","汁, 斤, 車",3II,2,14,gradually 
接,접,이을/접할,,"直接 - 직접 (directly)
","女, 扎, 立",4II,3II,11,receive;  continue;  catch;  connect 
蝶,접,나비,,,"木, 世, 虫",3,2,15,butterfly 
丁,정,고무래,,,"一, 亅",4,3,2,"male  adult;  robust,  vigorous;  th  heavenly  stem "
停,정,머무를,,"調停 - 조정 (mediation)
","亅, 亠, 化, 冖, 口",5,4,11,"stop,  suspend,  delay;  suitable "
頂,정,정수리,,"頂上 - 정상 (top)
","一, 亅, 貝, 頁",3II,2,11,"top,  peak;  carry  on  head;  very "
井,정,우물,,,"一, ｜, ノ, 二, 井",3II,2,4,"well,  mine  shaft,  pit "
正,정,바를,,"正- - 정말 (really)
","一, 止",7II,6,5,"right,  proper,  correct "
政,정,정사,,"政府 - 정부 (government)
","一, 攵, 止",4II,3II,9,"government,  political  affairs "
定,정,정할,,"決定 - 결정 (decision)
","宀, 疋",6,5,8,"decide,  settle,  fix "
貞,정,곧을,,"不貞 - 부정 (unchastity)
","卜, 貝",3II,2,9,"virtuous,  chaste,  pure;  loyal "
精,정,정할,,"精神 - 정신 (spirit)
","二, 亠, 土, 月, 米, 青",4II,3II,14,essence;  semen;  spirit 
情,정,뜻,,"情報 - 정보 (intelligence)
","二, 亠, 土, 忙, 月, 青",5II,4II,11,"feeling,  sentiment,  emotion "
靜,정,고요할,,"安靜 - 안정 (rest)
","ノ, 亅, 二, 亠, 土, 尚, ヨ, 月, 爪, 青",4,3,16,"quiet,  still,  motionless;  gentle "
淨,정,깨끗할,,"淨化 - 정화 (purification)
","亅, ヨ, 汁, 爪",3II,2,11,"pure,  clean,  unspoiled "
庭,정,뜰,,"家庭 - 가정 (home)
","广, 廴, 王",6II,5II,9,courtyard;  spacious  hall  or  yard 
亭,정,정자,,,"亅, 亠, 冖, 口",3II,2,9,pavilion;  erect 
訂,정,바로잡을,,"改訂 - 개정 (revision)
","一, 亅, 言",3,2,9,draw  up  agreement;  arrange 
廷,정,조정,,"法廷 - 법정 (courtroom)
","士, 廴, 王",3II,2,6,court 
程,정,한도,,"程度 - 정도 (grade)
","口, 王, 禾",4II,3II,12,"journey,  trip;  schedule,  agenda "
征,정,칠,,"征服 - 정복 (conquest)
","一, 彳, 止",3II,2,8,"invade,  attack,  conquer "
整,정,가지런할,,"整理 - 정리 (arrangement)
","一, ｜, 口, 攵, 木, 止",4,3,16,"orderly,  neat,  tidy;  whole "
弟,제,아우,,"兄弟 - 형제 (brothers and sisters)
","｜, ノ, 八, 弓",8,6II,7,"young  brother;  junior;  i,  me "
第,제,차례,,"第一 - 제일 (first)
","弓, 竹",6II,5II,11,"sequence,  number;  grade,  degree "
祭,제,제사,,"祝祭 - 축제 (feast)
","个, 癶, 示",4II,3II,11,"sacrifice  to,  worship "
帝,제,임금,,"帝國 - 제국 (empire)
","亠, 八, 冖, 巾, 立",4,3,9,"supreme  ruler,  emperor;  god "
題,제,제목,,"問題 - 문제 (problem)
","日, 疋, 貝, 頁",6II,5II,18,"forehead;  title,  headline;  theme "
除,제,덜,,"除外 - 제외 (exclusion)
","个, 阡, 禾",4II,3II,9,"eliminate,  remove,  except "
